dates,headlines,links,article_content
2021-1-26,"US STOCKS-S&P 500, Dow to open higher on upbeat corporate earnings; Fed meeting in focus",https://www.reuters.com/article/idUSL4N2K12GH,"Jan 26 (Reuters) - U.S. stocks rose in choppy trading on Tuesday, with the S&P 500 scaling a new peak after a batch of upbeat earnings updates including Johnson & Johnson's strong profit forecast and 3M's quarterly profit beat.J&J (JNJ.N) added 3%, and was the top gainer on the Dow, as the drugmaker also said it expected to report eagerly awaited COVID-19 vaccine data early next week.  read more 3M Co (MMM.N) climbed 3.1% as it benefited from lower costs and demand for disposable respirator masks, hand sanitizers and safety glasses amid a surge in coronavirus infections. ""The earnings season has been very positive,"" said Albert Brenner, director of investment and economic research at People's United Advisors in West Hartford, Connecticut.""We're going to continue to see strong growth in revenue and earnings from tech companies, the question will be whether it will be sufficient to satisfy market expectations.""Tech heavyweights Microsoft Corp (MSFT.O) and Advanced Micro Devices Inc (AMD.O) rose about 1% ahead of their earnings report after markets close.Five of the 11 S&P sectors rose, with consumer staples (.SPLRCS) and communication services (.SPLRCL) leading gains.Few if any changes are expected in the U.S. Federal Reserve's policy statement at the end of a two-day meeting on Wednesday, with Fed Chair Jerome Powell likely to address inflation in his post-meeting news conference.  read more With the S&P 500 trading at 22 times the 12-month forward earnings, concerns about stock bubbles on Wall Street are sparking fears of a pullback. Investors are keeping an eye out for forecasts from corporate America to justify these higher valuations.  read more In focus is progress in stimulus talks, with U.S. Senate Majority Leader Chuck Schumer saying Democrats will move forward on U.S. President Joe Biden's coronavirus relief plan without Republican support if necessary.  read more ""We would not be surprised by increased volatility in response to news that vaccines are going to be challenged going forward with new coronavirus variants coming up,"" Brenner said.The CBOE volatility index, Wall Street's fear gauge (.VIX) edged higher for the third straight day.At 11:33 a.m. ET the Dow Jones Industrial Average (.DJI) rose 24.65 points, or 0.08%, to 30,984.65, the S&P 500 (.SPX) lost 0.59 points, or 0.02%, to 3,854.77, and the Nasdaq Composite (.IXIC) gained 9.96 points, or 0.07%, to 13,645.95.Videogame retailer GameStop Corp (GME.N) jumped 20% after surging 144% a day earlier, as individual investors again piled into a number of niche stocks, prompting short sellers to scramble to cover losing bets. General Electric Co (GE.N) jumped 14% after the industrial conglomerate offered an upbeat outlook for its business this year and reported a surge in quarterly free cash flow. L4N2K12D8American Express Co (AXP.N) fell 2% after it posted a 15% drop in quarterly profit, as pandemic-led lockdowns and business restrictions kept the credit card issuer's members from traveling and dining out.  read more Declining issues outnumbered advancers for a 1.1-to-1 ratio on the NYSE and a 1.3-to-1 ratio on the Nasdaq.The S&P 500 posted 25 new 52-week highs and no new low, while the Nasdaq recorded 391 new highs and 18 new lows.Our Standards: The Thomson Reuters Trust Principles."
2021-1-27,"Eli Lilly, Regeneron\'s COVID-19 treatments may be weaker against South Africa variant-study",https://www.reuters.com/article/idUSL4N2K21MJ,"SINGAPORE, Jan 27 (Reuters) - COVID-19 antibody drugs developed by Eli Lilly and Co (LLY.N) and Regeneron (REGN.O)may be weaker against a new coronavirus variant found in South Africa, according to a study released on Tuesday based on laboratory tests.Scientists have said new variants found in South Africa and Britain seem highly transmissible, raising concern that current drugs and vaccines might be rendered less effective.The latest study comes as Eli Lily said on Tuesday it is moving a new antibody therapy to clinical trials targeting the South African variant.  read more The study, which was done outside human bodies using a pseudovirus containing mutations found in the two variants to test antibody treatments, showed the South Africa variant appeared to affect a broader range of antibodies than the U.K. variant and was more worrisome . A pseudovirus mimics live coronavirus and can be handled in labs at lower biosafety levels.An antibody treatment developed by Lilly saw its neutralising effect severely diminished against the pseudovirus mimicking South African variant, according to the research, which has not yet been peer-reviewed but was published online on BioRxiv, a website for research.When used in combination with a treatment from Shanghai Junshi Biosciences , its activity against the pseudovirus was still largely crippled, researchers from Columbia University, Vaccine Research Center, Regeneron and others said in the paper released.But a cocktail of antibody treatments from Regeneron remained potent, although one of the two antibodies showed impaired activity.The study said its findings suggest that antibody treatment may need to be modified in places where the South Africa variant is prevalent.Our Standards: The Thomson Reuters Trust Principles."
2021-1-27,"Regeneron COVID-19 drug cocktail combats South Africa variant, Lilly\'s does not - study",https://www.reuters.com/article/idUSKBN29W14W,"SINGAPORE (Reuters) - Laboratory testing found that Regeneron Pharmaceuticals Inc’s COVID-19 antibody cocktail can combat a coronavirus variant first found in South Africa, but a similar drug from Eli Lilly and Co is inactive against it, according to a study released on Tuesday.In recent weeks, highly transmissible new variants of the coronavirus found in the United Kingdom, South Africa and elsewhere have raised alarm that current drugs and vaccines might be rendered less effective.The latest data comes as Eli Lilly announced on Wednesday plans to test a new antibody targeting the South African variant and to study its current antibody in combination with another treatment by Vir Biotechnology Inc and its partner GlaxoSmithKline to combat new variants of the virus.Researchers at Columbia University, the U.S. National Institutes of Health and Regeneron found by testing lab samples that Lilly’s bamlanivimab is inactive against the coronavirus strain first identified in South Africa, according to the study, which has not yet been peer-reviewed but was published online on BioRxiv, a website for research.The study also found that one of the two antibodies used by Regeneron for its cocktail was significantly less effective against the South African variant, but the antibody cocktail itself remained potent.The paper said that when Lilly’s bamlanivimab was used in combination with a treatment from ShanGLAghai Junshi Biosciences, its activity against the South African variant was still largely crippled."
2021-1-27,"Regeneron COVID-19 drug cocktail combats South Africa variant, Lilly\'s does not -study",https://www.reuters.com/article/idUSL1N2K222X,"SINGAPORE, Jan 27 (Reuters) - Laboratory testing found that Regeneron Pharmaceuticals Inc's (REGN.O) COVID-19 antibody cocktail can combat a coronavirus variant first found in South Africa, but a similar drug from Eli Lilly and Co (LLY.N) is inactive against it, according to a study released on Tuesday.In recent weeks, highly transmissible new variants of the coronavirus found in the United Kingdom, South Africa and elsewhere have raised alarm that current drugs and vaccines might be rendered less effective.The latest data comes as Eli Lilly announced on Wednesday plans to test a new antibody targeting the South African variant and to study its current antibody in combination with another treatment by Vir Biotechnology Inc (VIR.O) and its partner GlaxoSmithKline (GSK.L) to combat new variants of the virus. Researchers at Columbia University, the U.S. National Institutes of Health and Regeneron found by testing lab samples that Lilly's bamlanivimab is inactive against the coronavirus strain first identified in South Africa, according to the study, which has not yet been peer-reviewed but was published online on BioRxiv, a website for research.The study also found that one of the two antibodies used by Regeneron for its cocktail was significantly less effective against the South African variant, but the antibody cocktail itself remained potent.The paper said that when Lilly's bamlanivimab was used in combination with a treatment from ShanGLAghai Junshi Biosciences , its activity against the South African variant was still largely crippled.Our Standards: The Thomson Reuters Trust Principles."
2021-1-27,"COVID SCIENCE-Drugs, vaccines less effective vs new virus variants; antibody cocktail may protect patients\' contacts",https://www.reuters.com/article/idUSL1N2K22LI,"Jan 27 (Reuters) - The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness caused by the virus.Coronavirus variants escape effects of antibody drugsAntibody therapies and vaccines for treating or preventing COVID-19 are likely to be less effective against some of the new variants of the coronavirus circulating around the world, a new study suggests. Of particular concern is the variant identified in South Africa and another one first found in Brazil with similar features. In lab tests, Eli Lilly and Co's (LLY.N) antibody bamlanivimab was inactive against the South Africa strain, according to a report posted on Tuesday on bioRxiv ahead of peer review. The drug just last week had shown an ability to cut the risk of COVID-19 by 80% for nursing home residents. The activity of one antibody in Regeneron Pharmaceuticals Inc's (REGN.O) dual-antibody therapy was impaired by the South Africa variant, although the cocktail remained potent. And tests of blood from people who got either of the COVID-19 vaccines from Pfizer Inc (PFE.N) or Moderna Inc (MRNA.O) showed antibodies generated by the shots were less effective against the South Africa variant, although Moderna has said it still believes its vaccine will provide protection. ""Mutationally, this virus is traveling in a direction that could ultimately lead to escape from our current therapeutic and prophylactic interventions,"" the researchers said. ""If the rampant spread of the virus continues and more critical mutations accumulate, then we may be condemned to chasing after the evolving SARS-CoV-2 continually, as we have long done for influenza virus."" Lilly and Regeneron said this week that they are working on new versions of their drugs to address the new variants. (https://bit.ly/39stAcF)Antibody cocktail may protect patients' household contactsA two-drug antibody cocktail from Regeneron Pharmaceuticals  called REGEN-COV prevents COVID-19 in people exposed to an infected household member, preliminary data suggest. In an ongoing study, REGEN-COV, containing the drugs casirivimab and imdevimab, has so far caused a 100% reduction in symptomatic infection and roughly 50% lower overall rates of infection, the company announced on Tuesday. The results suggest that the cocktail may not only reduce transmission of the virus but may also reduce disease severity in those who get infected, said Regeneron research chief and co-founder George Yancopoulos. The therapy, which would be given to those in close contact with an infected person, immediately delivers virus-fighting antibodies into the body as opposed to vaccines spur the body's immune system to develop its own antibodies over weeks. ""This approach could protect patients receiving chemotherapy for cancer, enable control/prevention of outbreaks in an institutional setting and reduce pressure on health services,"" said Dr. Penny Ward from King's College London. The initial data comes from the first 409 subjects of a trial that hopes to recruit 2,450 participants. Full data from the trial are expected in April. (https://bit.ly/3pov1yb;https://reut.rs/3oiJlqA)Blood cancer drug shows promise against COVID-19 A drug used in Australia to treat blood cancer might be a powerful treatment for COVID-19, new research suggests. The drug, plitidepsin - also known as aplidin - acts against a protein in cells the virus uses to replicate. In test tube experiments with human lung cells, plitidepsin was 27.5-fold more potent than Gilead Sciences Inc's (GILD.O) remdesivir at inhibiting the virus, researchers reported on Monday in Science. In mice with COVID-19, the drug produced a 99% reduction of viral loads in the lungs and reduced inflammation. Researchers have begun testing the drug in humans with COVID-19 and are working with regulatory agencies on plans for larger trials. Rather than targeting a protein in the virus, as many drugs do, plitidepsin targets a protein in patients' cells. This means that if the drug proves successful in humans, the virus could not easily gain resistance through mutation. (https://bit.ly/3cldxii;https://reut.rs/2MvHqSt)Open https://tmsnrt.rs/3c7R3Bl in an external browser for a Reuters graphic on vaccines in development.Our Standards: The Thomson Reuters Trust Principles."
2021-1-27,"Drugs, vaccines less effective vs new virus variants; antibody cocktail may protect patients\' contacts",https://www.reuters.com/article/idUSKBN29W2P5,"(Reuters) - The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness caused by the virus.Coronavirus variants escape effects of antibody drugsAntibody therapies and vaccines for treating or preventing COVID-19 are likely to be less effective against some of the new variants of the coronavirus circulating around the world, a new study suggests. Of particular concern is the variant identified in South Africa and another one first found in Brazil with similar features. In lab tests, Eli Lilly and Co's antibody bamlanivimab was inactive against the South Africa strain, according to a report posted on Tuesday on bioRxiv ahead of peer review. The drug just last week had shown an ability to cut the risk of COVID-19 by 80% for nursing home residents. The activity of one antibody in Regeneron Pharmaceuticals Inc's dual-antibody therapy was impaired by the South Africa variant, although the cocktail remained potent. And tests of blood from people who got either of the COVID-19 vaccines from Pfizer Inc or Moderna Inc showed antibodies generated by the shots were less effective against the South Africa variant, although Moderna has said it still believes its vaccine will provide protection. ""Mutationally, this virus is traveling in a direction that could ultimately lead to escape from our current therapeutic and prophylactic interventions,"" the researchers said. ""If the rampant spread of the virus continues and more critical mutations accumulate, then we may be condemned to chasing after the evolving SARS-CoV-2 continually, as we have long done for influenza virus."" Lilly and Regeneron said this week that they are working on new versions of their drugs to address the new variants. (bit.ly/39stAcF)Antibody cocktail may protect patients’ household contactsA two-drug antibody cocktail from Regeneron Pharmaceuticals called REGEN-COV prevents COVID-19 in people exposed to an infected household member, preliminary data suggest. In an ongoing study, REGEN-COV, containing the drugs casirivimab and imdevimab, has so far caused a 100% reduction in symptomatic infection and roughly 50% lower overall rates of infection, the company announced on Tuesday. The results suggest that the cocktail may not only reduce transmission of the virus but may also reduce disease severity in those who get infected, said Regeneron research chief and co-founder George Yancopoulos. The therapy, which would be given to those in close contact with an infected person, immediately delivers virus-fighting antibodies into the body as opposed to vaccines spur the body's immune system to develop its own antibodies over weeks. ""This approach could protect patients receiving chemotherapy for cancer, enable control/prevention of outbreaks in an institutional setting and reduce pressure on health services,"" said Dr. Penny Ward from King's College London. The initial data comes from the first 409 subjects of a trial that hopes to recruit 2,450 participants. Full data from the trial are expected in April. (bit.ly/3pov1yb; reut.rs/3oiJlqA)Blood cancer drug shows promise against COVID-19A drug used in Australia to treat blood cancer might be a powerful treatment for COVID-19, new research suggests. The drug, plitidepsin - also known as aplidin - acts against a protein in cells the virus uses to replicate. In test tube experiments with human lung cells, plitidepsin was 27.5-fold more potent than Gilead Sciences Inc's remdesivir at inhibiting the virus, researchers reported on Monday in Science. In mice with COVID-19, the drug produced a 99% reduction of viral loads in the lungs and reduced inflammation. Researchers have begun testing the drug in humans with COVID-19 and are working with regulatory agencies on plans for larger trials. Rather than targeting a protein in the virus, as many drugs do, plitidepsin targets a protein in patients' cells. This means that if the drug proves successful in humans, the virus could not easily gain resistance through mutation. (bit.ly/3cldxii; reut.rs/2MvHqSt)Open tmsnrt.rs/3c7R3Bl in an external browser for a Reuters graphic on vaccines in development."
2021-1-27,Factbox: Latest on worldwide spread of the coronavirus,https://www.reuters.com/article/idUSKBN29W0HK,"(Reuters) -A German military plane carrying more than 20 doctors and nurses together with ventilators and hospital beds has arrived in coronavirus-stricken Portugal, while the COVAX vaccine-sharing facility allocated at least 330 million doses of vaccine for poorer countries to be delivered in the first half of 2021.DEATHS AND INFECTIONS * Eikon users, see COVID-19: MacroVitals here for a case tracker and summary of news.* More than 10 million people in Britain have received the first dose of a COVID-19 vaccine, Health Secretary Matt Hancock said.* The 2021 edition of the Eurovision Song Contest will be held in a limited form in the Dutch city of Rotterdam in May due to restrictions resulting from the COVID-19 pandemic, organisers said.* EU lawmakers questioned chief executive Ursula von der Leyen for hours on Tuesday over the slow rollout and shortage of COVID-19 vaccines as she took responsibility for an export control plan that angered Britain and Ireland.* Olympic officials unveiled the first of many COVID-19 rules for the Tokyo Games this summer, banning singing and chanting during events and mandating participants to wear masks at “all times” except when eating, sleeping or outdoors.* China plans to provide 10 million doses of vaccine to global vaccine sharing scheme COVAX, as three Chinese companies have applied to join the initiative for approval, the foreign ministry said.* Strong winds threatening to fan a bushfire prompted Australia to urge thousands of people to leave their homes in Perth, complicating a lockdown after the state detected its first coronavirus infection in 10 months.* New Zealand medicines regulator Medsafe has provisionally approved the use of a COVID-19 vaccine jointly developed by U.S. drugmaker Pfizer Inc and Germany’s BioNTech.* Venezuelan opposition leader Juan Guaido said that Venezuelan funds controlled by the U.S. Treasury Department could be used to pay for coronavirus vaccines but that President Nicolas Maduro’s government is refusing to cooperate.* Chile launched one of Latin America’s most ambitious coronavirus vaccination programmes, having set itself the target of inoculating around five million citizens against the disease by the end of March.* The Biden administration will launch a new program shipping coronavirus vaccines directly to retail pharmacies starting next week in an effort to increase Americans’ access to shots.* Uganda ordered 18 million doses of the vaccine developed by AstraZeneca and up to 40% of the shipments are expected to arrive by the end of March, the government said.* Israel will expand COVID-19 vaccinations to include anyone over the age of 16, officials said, after turnout for shots ebbed.* India’s Serum Institute will supply 1.1 billion doses of COVID-19 vaccines developed by AstraZeneca and Novavax to the COVAX vaccine scheme as part of a new long-term deal, the head of the U.N. Children’s Fund said.* Britain’s GlaxoSmithKline and German biotech firm CureVac have teamed up in a 150 million euro ($180 million) deal to develop a COVID-19 vaccine from next year that could target several variants with one shot.* AstraZeneca and Oxford University aim to produce a next generation of COVID-19 vaccines that will protect against variants as soon as the autumn before the Northern Hemisphere winter, an executive at the British drugmaker said.* World shares rose as volatility caused by a retail trading frenzy on Wall Street subsided on expectations of tougher regulation, while optimism about U.S. fiscal stimulus also supported sentiment. [MKTS/GLOB]* U.S. President Joe Biden told congressional Democrats he would not back down on including $1,400 checks for struggling Americans in his COVID-19 relief plan but would consider tighter limits on who gets them, lawmakers and aides said."
2021-2-01,EMA starts rolling review of Regeneron\'s COVID-19 antibody,https://www.reuters.com/article/idUSL4N2K74AH,"Feb 1 (Reuters) - Europe’s health regulator on Monday said it had started a real-time review of Regeneron Pharmaceuticals Inc’s antibody therapy for the treatment and prevention of COVID-19.The European Medicines Agency said its decision to start a rolling review is based on preliminary results from a study indicating that the REGN-COV2 antibody helped reduce the amount of virus in the blood of non-hospitalized patients with COVID-19.The agency has started assessing the first batch of data on the antibody which comes from laboratory and animal studies, it said. The rolling review will continue until enough evidence is available to support a formal marketing authorization application.Regeneron last week reported results from a late-stage study indicating its antibody cocktail was effective in preventing COVID-19 in people exposed to those infected with the new coronavirus. The therapy received an emergency use authorization from the U.S. Food and Drug Administration in November. (reut.rs/3taOvIZ) (Reporting by Amruta Khandekar; Editing by Maju Samuel)"
2021-2-04,"EU regulator reviewing Lilly, Regeneron COVID-19 antibody therapies",https://www.reuters.com/article/idUSKBN2A42F7,"(Reuters) - Europe’s drugs regulator said on Thursday it was reviewing data on COVID-19 antibody therapies developed by U.S. drugmakers Eli Lilly and Regeneron for use in some patients.Two separate reviews of combination treatments by the drugmakers have been started based on trials in COVID-19 patients who do not need oxygen support and are at high risk of their condition worsening, the European Medicines Agency (EMA) said.Eli Lilly’s combination therapy of two antibodies, bamlanivimab and etesevimab, helped cut the risk of hospitalization and death in COVID-19 patients by 70%, data from a late-stage trial showed in January.Regeneron’s cocktail of casirivimab and imdevimab was authorised for emergency use in the United States in November, and was given to former U.S. President Donald Trump during his COVID-19 infection.The four drugs are combinations of a class of medicines called monoclonal antibody treatments, or manufactured copies of antibodies created by the human body to fight infections.The EMA also said it was studying the use of Lilly's bamlanivimab as a singular therapy. The drug has already received emergency use approval in high-risk patients in the United States with mild to moderate COVID-19. (bit.ly/39NmGP0)Any recommendations made by the EMA’s human medicine’s committee will have to be formally approved by the European Commission."
2021-2-04,"EU regulator to begin review of Lilly, Regeneron COVID-19 antibody therapies",https://www.reuters.com/article/idUSL4N2KA47H,"Feb 4 (Reuters) - Europe's drugs regulator said on Thursday it was reviewing data on COVID-19 antibody therapies developed by U.S. drugmakers Eli Lilly (LLY.N) and Regeneron (REGN.O) for use in some patients.Two separate reviews of combination treatments by the drugmakers have been started based on trials in COVID-19 patients who do not need oxygen support and are at high risk of their condition worsening, the European Medicines Agency (EMA) said.Eli Lilly's combination therapy of two antibodies, bamlanivimab and etesevimab, helped cut the risk of hospitalization and death in COVID-19 patients by 70%, data from a late-stage trial showed in January.   read more Regeneron's cocktail of casirivimab and imdevimab was authorised for emergency use in the United States in November, and was given to former U.S. President Donald Trump during his COVID-19 infection. The four drugs are combinations of a class of medicines called monoclonal antibody treatments, or manufactured copies of antibodies created by the human body to fight infections.The EMA also said it was studying the use of Lilly's bamlanivimab as a singular therapy. The drug has already received emergency use approval in high-risk patients in the United States with mild to moderate COVID-19. (https://bit.ly/39NmGP0)Any recommendations made by the EMA's human medicine's committee will have to be formally approved by the European Commission. Our Standards: The Thomson Reuters Trust Principles."
2021-2-05,Italy\'s regulator approves conditional use of COVID-19 antibody therapies,https://www.reuters.com/article/idUSL1N2KB28H,"MILAN, Feb 5 (Reuters) - Italy's medicines regulator AIFA has given the green light for emergency use of COVID-19 antibody therapies developed by U.S drugmakers Eli Lilly (LLY.N) and Regeneron (REGN.O), it said on Friday.The treatments are aimed at patients with mild to moderate disease who are at risk of their condition worsening, AIFA said. The regulator's scientific committee said it was appropriate to provide this treatment option, while also pointing out that the data is not yet well developed and there is uncertainty about how much benefit the drugs offer. ""This is a high-risk setting for which no standard treatment with proven efficacy is currently available,"" AIFA said, noting it was giving approval on extraordinary basis due to the emergency situation.The EU regulator said on Thursday it was reviewing data on the Eli Lilly and Regeneron antibody therapies.  read more Regeneron's cocktail of casirivimab and imdevimab was authorised for emergency use in the United States in November, and was given to former U.S. President Donald Trump when he was ill with COVID-19.Eli Lilly's combination therapy of two antibodies, bamlanivimab and etesevimab, helped cut the risk of hospitalization and death in COVID-19 patients by 70%, data from a late-stage trial showed in January.  read more Our Standards: The Thomson Reuters Trust Principles."
2021-2-05,Regeneron quarterly profit rises 45% on Eylea strength,https://www.reuters.com/article/idUSL4N2KB37V,"Feb 5 (Reuters) - Regeneron Pharmaceuticals Inc on Friday reported a 45% rise in quarterly profit, benefiting from a recovery in demand for its flagship eye drug, Eylea, which took a hit last year due to the pandemic.Net profit increased to $1.15 billion, or $10.24 per share, in the fourth quarter ended Dec. 31, from $792 million, or $6.93 per share, a year earlier. (Reporting by Manojna Maddipatla in Bengaluru; Editing by Shinjini Ganguli)"
2021-2-05,Regeneron quarterly profit beats on strong drug sales,https://www.reuters.com/article/idUSKBN2A519A,"(Reuters) - Regeneron Pharmaceuticals Inc’s quarterly profit surged past estimates on Friday, benefiting from a recovery in demand for its flagship eye drug and a jump in sales of its eczema drug, sending the drugmaker’s shares up 3% before the bell.However, Regeneron recorded tepid sales from its dual antibody cocktail, REGEN-COV, which won U.S. emergency use authorization in November for non-hospitalized COVID-19 patients at high risk of becoming severely ill.Regeneron and rival Eli Lilly’s antibody therapies have so far seen lackluster demand as patients need to be isolated for administering the drug through one-time intravenous infusion, which adds to the challenges faced by hospitals that are already teeming with cases of coronavirus infection.Regeneron’s antibody cocktail garnered $145.5 million in sales for the fourth quarter. While, the consensus Wall Street estimate was $173 million, according to Guggenheim analyst Yatin Suneja.Last month, the company blamed the underwhelming sales on timing, as it will be delivering additional doses of the therapy to the United States in the first quarter.The U.S. government last month said it will buy 1.25 million additional doses of the antibody cocktail for about $2.63 billion, with the doses set to be delivered by June-end.Sales of Regeneron’s physician-administered macular degeneration drug, Eylea, were hurt during the height of the pandemic last year as patients were reluctant to visit doctors’ offices.As lockdowns eased, U.S. sales of the drug rose nearly 10% to $1.34 billion for the fourth quarter.Sales from eczema drug Dupixent, which are recorded by Regeneron partner Sanofi, jumped 56% to $1.17 billion.Excluding items, Regeneron earned $9.53 per share, beating estimates of $8.39 per share, according to Refinitiv IBES data."
2021-2-05,Regeneron expects new data on COVID-19 therapy over next few months,https://www.reuters.com/article/idUSL4N2KB387,"(Reuters) - Regeneron Pharmaceuticals Inc’s quarterly profit surged past estimates on Friday, benefiting from a recovery in demand for its flagship eye drug and a jump in sales of its eczema drug, sending the drugmaker’s shares up 3% before the bell.However, Regeneron recorded tepid sales from its dual antibody cocktail, REGEN-COV, which won U.S. emergency use authorization in November for non-hospitalized COVID-19 patients at high risk of becoming severely ill.Regeneron and rival Eli Lilly’s antibody therapies have so far seen lackluster demand as patients need to be isolated for administering the drug through one-time intravenous infusion, which adds to the challenges faced by hospitals that are already teeming with cases of coronavirus infection.Regeneron’s antibody cocktail garnered $145.5 million in sales for the fourth quarter. While, the consensus Wall Street estimate was $173 million, according to Guggenheim analyst Yatin Suneja.Last month, the company blamed the underwhelming sales on timing, as it will be delivering additional doses of the therapy to the United States in the first quarter.The U.S. government last month said it will buy 1.25 million additional doses of the antibody cocktail for about $2.63 billion, with the doses set to be delivered by June-end.Sales of Regeneron’s physician-administered macular degeneration drug, Eylea, were hurt during the height of the pandemic last year as patients were reluctant to visit doctors’ offices.As lockdowns eased, U.S. sales of the drug rose nearly 10% to $1.34 billion for the fourth quarter.Sales from eczema drug Dupixent, which are recorded by Regeneron partner Sanofi, jumped 56% to $1.17 billion.Excluding items, Regeneron earned $9.53 per share, beating estimates of $8.39 per share, according to Refinitiv IBES data."
2021-2-06,Italy clears emergency use of COVID-19 antibody therapies,https://www.reuters.com/article/idUSS8N2AH04Y,"MILAN, Feb 6 (Reuters) - Italy’s Health Minister Roberto Speranza said on Saturday it had signed the decree authorising the emergency use of monoclonal antibodies to treat the coronavirus.Italy’s medicines regulator AIFA on Friday had given its green light for emergency use of COVID-19 antibody therapies developed by U.S drugmakers Eli Lilly and Regeneron . (Reporting by Valentina Za; Editing by Alison Williams)"
2021-2-08,Czech health ministry recommends use of Lilly and Regeneron COVID-19 antibody therapies,https://www.reuters.com/article/idUSKBN2A814V,"PRAGUE (Reuters) - The Czech Health Ministry will recommend the use of COVID-19 therapies that contain casirivimab/imdevimab and bamlavinimab antibodies ahead of standard approval, the ministry said on Monday.Both therapies are being reviewed by the European Medicines Agency (EMA), the agency said last week.The Czech Republic has been among the European countries worst hit by the current wave of the coronavirus pandemic, with the number of new infections per 100,000 people higher only in Portugal and Spain, according to data from the European Centre for Disease Prevention and Control (ECDC) released last week.“The Ministry will recommend distribution and use of unregistered treatments which contain casirivimab/imdevimab and bamlavinimab antibodies,” the ministry said.It said it would wait for an expert opinion from the national drug agency SUKL before issuing a final ruling.The former points to Regeneron’s cocktail of casirivimab and imdevimab, which was authorised for emergency use in the United States in November, and was given to then U.S. president Donald Trump during his COVID-19 infection.The latter, Eli Lilly’s combination therapy of two antibodies, bamlanivimab and etesevimab, helped cut the risk ofhospitalisation and death in COVID-19 patients by 70%, data froma late-stage trial showed in January.Czechs should receive the first 500 doses of the therapy in February, Prime Minister Andrej Babis said last Friday.The ministry said the treatment would be beneficial mainly for patients with high risk of deterioration, such as people who had received organ transplants."
2021-2-11,Amgen loses bid to revive patents for cholesterol drug Repatha,https://www.reuters.com/article/idUSL1N2KH3EZ,"A federal appeals court has rejected a bid by Amgen Inc to revive patents on its cholesterol drug Repatha after they were ruled invalid by a district court, a victory for Regeneron Pharmaceuticals Inc and Sanofi SA, which sell a rival drug.A unanimous panel of the Federal Circuit U.S. Court of Appeals found Thurday that the patents, which describe certain antibodies in terms of their function but not their molecular structure, did not enable a person of ordinary skill to put the invention into practice.To read the full story on Westlaw Today, click here: bit.ly/3panXnJ"
2021-2-20,Coronavirus-hit Czechs order Regeneron antibody drug ahead of EU registration,https://www.reuters.com/article/idUSL1N2KQ0B5,"PRAGUE, Feb 20 (Reuters) - The Czech Republic, hard-hit by the COVID-19 pandemic, has ordered 12,000 doses of an antibody treatment made by Regeneron ahead of its registration by European authorities and will start receiving it in March, Prime Minister Andrej Babis said on Saturday.Czech authorities are close to clearing emergency use of Regeneron’s cocktail of casirivimab and imdevimab, which was authorised for emergency use in the United States in November, and was given to then U.S. president Donald Trump during his COVID-19 infection.“We have managed to order Regeneron,” Babis said on Twitter. “In total, 12,000 doses. Four thousand will come in March, the same in April and May.”The treatment is aimed at patients with mild to moderate disease who are at risk of their condition worsening.COVID-19 antibody therapies, by Regeneron and rival Eli Lilly, are given through one-time intravenous infusion and require patients to be isolated. This complexity has led to lackluster demand for the drugs.The Czech Republic has also granted emergency approval to Eli Lilly’s therapy and ordered 500 doses.Europe’s drugs regulator EMA said on Feb. 4 it was reviewing data on both therapies for use in some patients. Italy has given emergency-use approval to the two therapies.The Czech Republic, a country of 10.7 million, has reported 19,097 deaths. Daily infections have risen to over 10,000 in the past days, leading to the highest two-week incidence in Europe according to European Centre for Disease Prevention and Control data.The country has administered 538,448 vaccines, which includes 204,795 people who have received both doses as of Friday, Health Ministry data showed. The figures put the Czechs below the European average, according to www.ourworldindata.org. (Reporting by Jan Lopatka; Editing by Giles Elgood)"
2021-2-24,EU regulator says Celltrion\'s COVID-19 antibody drug under real-time review,https://www.reuters.com/article/idUSL4N2KU4K7,"Feb 24 (Reuters) - Europe's drug regulator said on Wednesday it was evaluating South Korean drugmaker Celltrion's (068270.KS) COVID-19 antibody treatment, the third such drug against the disease to go under real-time review in the region.The European Medicines Agency (EMA) said its human medicines committee was assessing the first set of data it received from animal and human trials of the drug, regdanvimab, and will continue to study them as more data was submitted. (https://bit.ly/3dHpXlr)Earlier this month, the EMA began evaluating antibody therapies developed by U.S. drugmakers Eli Lilly (LLY.N) and Regeneron (REGN.O) for use in some COVID-19 patients.  read more Celltrion's drug and those from Lilly and Regeneron belong to a class of medicine called monoclonal antibody treatments, which mimic natural antibodies the body generates to fight infection. Monoclonal antibody treatments can be synthesised in the laboratory and are already used to treat some types of cancer.The EMA said it was ""too early to draw any conclusions regarding the benefit-risk balance of the medicine"", as it has not yet evaluated all the data on regdanvimab.  Celltrion's antibody treatment was conditionally approved in its home country earlier this month after early-stage data in November showed that it helped cut recovery time.  read more EMA's ""rolling reviews"" are aimed to speed up the process of approving a successful vaccine or treatment by allowing researchers to submit findings in real time, even before the final trial data is ready.Any endorsements by the EMA, however, have to be formally approved by the European Commission.Our Standards: The Thomson Reuters Trust Principles."
